title,price,image,buyUrl,viewUrl,category,brand,featured,Subcategory
Louis vuitton side bag,$34,image1530.jpg,https://joyagoo.com/product/?shop_type=weidian&id=5393484009&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=5393484009&ref=300004734,Bags & Backpacks,Louis Vuitton,FALSE,
carhaart backpack,$10,image1544.jpg,https://joyagoo.com/product/?shop_type=taobao&id=708877250784&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=708877250784&ref=300004734,Bags & Backpacks,Unknown,FALSE,
OFFWHITE square side bag,$18,image1547.jpg,https://joyagoo.com/product/?shop_type=taobao&id=623663897023&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=623663897023&ref=300004734,Bags & Backpacks,Unknown,FALSE,
"north face backpack
(multiple colorways) ",$20,image1542.jpg,https://joyagoo.com/product/?shop_type=ali_1688&id=674763237428&ref=300004734,https://joyagoo.com/product/?shop_type=ali_1688&id=674763237428&ref=300004734,Bags & Backpacks,North Face,FALSE,
supreme backpack (multiple colour ways),$22,image1538.jpg,https://joyagoo.com/product/?shop_type=taobao&id=649684783193&ref=300004734,https://joyagoo.com/product/?shop_type=taobao&id=649684783193&ref=300004734,Bags & Backpacks,SUPREME,FALSE,
supreme cheap backpack (multiple colour ways),$6,image1550.jpg,https://joyagoo.com/product/?shop_type=ali_1688&id=645570953729&ref=300004734,https://joyagoo.com/product/?shop_type=ali_1688&id=645570953729&ref=300004734,Bags & Backpacks,SUPREME,FALSE,
nike backpack cheap,$8,image1569.jpg,https://joyagoo.com/product/?shop_type=weidian&id=3771958511&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=3771958511&ref=300004734,Bags & Backpacks,Nike,FALSE,
prada side bag,$21,image1535.jpg,https://joyagoo.com/product/?shop_type=ali_1688&id=730220691846&ref=300004734,https://joyagoo.com/product/?shop_type=ali_1688&id=730220691846&ref=300004734,Bags & Backpacks,Prada,FALSE,
gucci messenger bag,$72,image1570.jpg,https://joyagoo.com/product/?shop_type=weidian&id=7228166723&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=7228166723&ref=300004734,Bags & Backpacks,Gucci,FALSE,
dior backpack,$133,image1549.jpg,https://joyagoo.com/product/?shop_type=weidian&id=5692502219&ref=300004734,https://joyagoo.com/product/?shop_type=weidian&id=5692502219&ref=300004734,Bags & Backpacks,Dior,FALSE,
